Hospital,N,LOS_Rate,Pred_Rate,Accuracy,DI_RACE,N_Race_Groups,Majority_Race_Pct
172000,1006,0.4194831013916501,0.40159045725646125,0.8747514910536779,0.1488020176544767,4,0.5994035785288271
180000,695,0.48776978417266187,0.4762589928057554,0.8330935251798561,0.5577557755775577,3,0.8345323741007195
181000,1490,0.42885906040268457,0.4053691275167785,0.8463087248322148,0.6636556364641902,4,0.5234899328859061
182000,994,0.42857142857142855,0.41448692152917505,0.8913480885311871,0.5391304347826087,4,0.8853118712273642
186000,210,0.319047619047619,0.30952380952380953,0.8952380952380953,0.4158163265306122,3,0.7761904761904762
191000,582,0.43127147766323026,0.43470790378006874,0.852233676975945,0.8632326820603907,2,0.9673539518900344
198000,555,0.5423423423423424,0.518918918918919,0.872072072072072,0.8048523206751054,4,0.5891891891891892
207001,1089,0.4921946740128558,0.48943985307621674,0.8999081726354453,1.0,1,0.9944903581267218
212000,1901,0.40557601262493426,0.37190952130457655,0.8769068911099421,0.5559440559440559,4,0.7012098895318254
214000,1035,0.48985507246376814,0.48792270531400966,0.8666666666666667,0.7947927372387804,4,0.7236714975845411
216001,234,0.4017094017094017,0.38461538461538464,0.8888888888888888,0.890625,2,0.8205128205128205
219000,252,0.6031746031746031,0.6031746031746031,0.8571428571428571,0.73006993006993,2,0.9206349206349206
221000,103,0.4563106796116505,0.49514563106796117,0.8252427184466019,0.5296167247386759,2,0.7378640776699029
228001,747,0.39357429718875503,0.37349397590361444,0.8995983935742972,0.6750083416750083,3,0.891566265060241
229000,1272,0.44025157232704404,0.425314465408805,0.8922955974842768,0.6319073083778967,4,0.5573899371069182
230000,432,0.4513888888888889,0.4513888888888889,0.8935185185185185,0.633886626996555,3,0.4305555555555556
235000,2499,0.5398159263705482,0.5210084033613446,0.8619447779111644,0.8209884835133343,4,0.8051220488195278
243000,262,0.5229007633587787,0.5305343511450382,0.8931297709923665,1.0,1,0.9656488549618321
246000,543,0.4622467771639042,0.4567219152854512,0.8729281767955801,0.37296037296037293,3,0.7716390423572744
251000,949,0.5026343519494204,0.5353003161222339,0.8661749209694415,0.7587570621468926,3,0.6628029504741834
255000,1236,0.5436893203883495,0.5194174757281553,0.8689320388349514,0.753375385004852,3,0.3826860841423948
256000,190,0.3368421052631579,0.25263157894736843,0.8736842105263158,1.0,1,0.968421052631579
263000,704,0.45170454545454547,0.41761363636363635,0.875,0.7941176470588236,3,0.90625
266000,1037,0.40501446480231434,0.437801350048216,0.8862102217936355,0.6105990783410138,3,0.819672131147541
280000,148,0.3108108108108108,0.2702702702702703,0.9054054054054054,0.6220095693779905,2,0.8783783783783784
283000,975,0.4594871794871795,0.4369230769230769,0.8912820512820513,0.6366070657337826,3,0.6984615384615385
285000,244,0.39344262295081966,0.29508196721311475,0.8032786885245902,0.7482517482517482,2,0.8770491803278688
286000,2047,0.4054714215925745,0.3893502686858818,0.8734733756717147,0.8371407516580692,3,0.84904738641915
292000,115,0.4956521739130435,0.5130434782608696,0.8260869565217391,0.7469135802469136,2,0.7652173913043478
297000,872,0.5126146788990825,0.5172018348623854,0.8853211009174312,0.624390243902439,3,0.8807339449541285
298000,370,0.42162162162162165,0.35135135135135137,0.8378378378378378,0.5620689655172414,2,0.8810810810810811
299001,116,0.5,0.6379310344827587,0.8103448275862069,0.8402777777777778,2,0.6206896551724138
300000,738,0.45663956639566394,0.46612466124661245,0.8712737127371274,0.6711145996860282,4,0.7723577235772358
301000,535,0.3252336448598131,0.3401869158878505,0.8953271028037383,0.923472301541976,2,0.5495327102803739
302000,1809,0.39358761746821447,0.3681592039800995,0.8606965174129353,0.5224021084337349,4,0.82808181315644
303000,150,0.42,0.4066666666666667,0.8666666666666667,0.2888888888888889,3,0.78
314001,586,0.4931740614334471,0.5358361774744027,0.8856655290102389,1.0,1,0.984641638225256
315002,378,0.4973544973544973,0.49206349206349204,0.8359788359788359,0.6403940886699508,3,0.4365079365079365
316002,493,0.2129817444219067,0.1926977687626775,0.9107505070993914,0.3028571428571429,4,0.4421906693711968
318000,1388,0.38904899135446686,0.3659942363112392,0.8659942363112392,0.8827651515151516,3,0.8198847262247838
319000,1087,0.47838086476540936,0.49034038638454464,0.9089236430542779,0.6653574234092694,3,0.8684452621895125
323000,180,0.5166666666666667,0.5333333333333333,0.8611111111111112,1.0,1,0.9222222222222223
331000,2672,0.5793413173652695,0.6070359281437125,0.8547904191616766,0.6449771689497718,5,0.6998502994011976
332000,464,0.5,0.4870689655172414,0.9094827586206896,0.9722222222222223,3,0.8297413793103449
334002,155,0.49032258064516127,0.5225806451612903,0.9161290322580645,1.0,1,0.9935483870967742
335000,1037,0.3741562198649952,0.3471552555448409,0.8688524590163934,0.18333333333333332,4,0.7049180327868853
335001,349,0.3839541547277937,0.3839541547277937,0.9426934097421203,0.8067878787878787,3,0.7879656160458453
336001,669,0.47234678624813153,0.5007473841554559,0.8878923766816144,0.7990407673860911,3,0.8310911808669657
337001,927,0.4703344120819849,0.47680690399137,0.866235167206041,0.6159420289855072,4,0.3441208198489752
339000,993,0.4209466263846928,0.3907351460221551,0.8670694864048338,0.6007226738934056,3,0.9375629405840886
339001,605,0.5685950413223141,0.571900826446281,0.8214876033057851,0.5392156862745098,3,0.9272727272727272
340000,1483,0.45853000674308836,0.44302090357383683,0.8819959541469993,0.41071428571428575,4,0.6621712744436952
347000,2081,0.4666025949062951,0.4680442095146564,0.8592023065833734,0.8639062881314569,4,0.5333974050937049
349001,1304,0.4156441717791411,0.4156441717791411,0.8819018404907976,0.696551724137931,3,0.5145705521472392
363000,1000,0.558,0.578,0.86,0.8171428571428572,4,0.739
363001,269,0.4349442379182156,0.44981412639405205,0.8810408921933085,0.7964285714285714,2,0.828996282527881
370000,805,0.2956521739130435,0.28819875776397513,0.9105590062111801,1.0,1,0.9950310559006211
374000,563,0.4351687388987567,0.42451154529307283,0.9218472468916519,0.2222222222222222,3,0.8472468916518651
383000,161,0.3105590062111801,0.2981366459627329,0.8881987577639752,0.3863636363636363,3,0.6335403726708074
384000,931,0.4865735767991407,0.4715359828141783,0.8238453276047261,0.6901427469135804,3,0.6960257787325457
389000,1147,0.43679163034001744,0.40540540540540543,0.909328683522232,0.4083947816222348,3,0.6102877070619006
390000,602,0.5282392026578073,0.5448504983388704,0.8637873754152824,0.5657024012100587,3,0.5647840531561462
392000,468,0.2606837606837607,0.24786324786324787,0.9017094017094017,0.16592724046140195,3,0.7991452991452992
393000,214,0.1542056074766355,0.16355140186915887,0.9158878504672897,1.0,1,1.0
394000,488,0.5266393442622951,0.5040983606557377,0.8586065573770492,0.7527093596059113,3,0.7827868852459017
396002,397,0.6675062972292192,0.6649874055415617,0.8816120906801007,0.7267759562841529,3,0.491183879093199
397001,299,0.4916387959866221,0.48494983277591974,0.8461538461538461,0.7777777777777778,4,0.6755852842809364
398000,685,0.5153284671532846,0.5182481751824818,0.8598540145985402,0.7855113636363636,3,0.7007299270072993
398001,1477,0.6398104265402843,0.6668923493568043,0.8510494245091401,0.9078529167277882,3,0.5429925524712255
398002,905,0.24419889502762432,0.2419889502762431,0.9359116022099447,0.42000000000000004,3,0.5911602209944752
400000,1297,0.5443330763299923,0.5397070161912105,0.8643022359290671,0.986784140969163,2,0.9714726291441789
405000,1318,0.4188163884673748,0.4218512898330804,0.874051593323217,0.47839280788017463,2,0.8133535660091047
406000,409,0.4132029339853301,0.3643031784841076,0.9070904645476773,0.5826151194287121,2,0.8264058679706602
407000,2058,0.4387755102040816,0.4110787172011662,0.8760932944606414,0.6614010989010989,4,0.4305150631681244
409000,1235,0.5919028340080972,0.5919028340080972,0.8591093117408907,0.6217633562766307,4,0.4388663967611336
410000,1596,0.4993734335839599,0.5081453634085213,0.87468671679198,0.8059313713149215,3,0.7926065162907269
415000,523,0.2887189292543021,0.2676864244741874,0.8986615678776291,0.26790450928381965,2,0.7724665391969407
416000,184,0.30434782608695654,0.28804347826086957,0.9402173913043478,0.4973118279569892,3,0.6032608695652174
417000,936,0.5064102564102564,0.47435897435897434,0.8632478632478633,0.7497223250647908,3,0.8376068376068376
421000,530,0.5735849056603773,0.6018867924528302,0.9113207547169812,0.7810544053923928,4,0.5471698113207547
422000,1466,0.5040927694406548,0.5081855388813097,0.8663028649386084,0.8226495726495727,4,0.8144611186903138
424000,125,0.368,0.376,0.864,0.22529644268774707,2,0.912
425000,416,0.15865384615384615,0.125,0.9375,0.6050724637681159,3,0.5697115384615384
429001,200,0.34,0.31,0.9,0.4953416149068323,2,0.69
431000,1907,0.44153120083901415,0.44939695857367595,0.8799160985841636,0.774703557312253,5,0.7776612480335605
436000,338,0.4408284023668639,0.3875739644970414,0.8165680473372781,0.6391465677179963,3,0.7840236686390533
437000,617,0.44084278768233387,0.46353322528363045,0.8606158833063209,0.5279132791327913,4,0.7893030794165316
444001,1971,0.5352612886859462,0.5200405885337392,0.8569254185692542,0.7432432432432433,4,0.7341451040081177
448001,1161,0.3996554694229113,0.384151593453919,0.8863049095607235,0.7579677540307461,3,0.6201550387596899
449000,379,0.3562005277044855,0.40633245382585753,0.9023746701846965,0.6555555555555557,4,0.7783641160949868
452000,785,0.4726114649681529,0.43821656050955415,0.8127388535031848,0.8278745644599304,3,0.6687898089171974
453000,712,0.3946629213483146,0.39185393258426965,0.8820224719101124,0.7771958701182105,3,0.5210674157303371
458001,693,0.3953823953823954,0.38095238095238093,0.8759018759018758,0.5889281507656067,3,0.4083694083694084
459000,1206,0.6069651741293532,0.6003316749585407,0.8325041459369817,0.8218857571757642,3,0.6592039800995025
462000,205,0.47317073170731705,0.36097560975609755,0.8097560975609757,1.0,1,0.9902439024390244
464002,757,0.39762219286657857,0.380449141347424,0.9009247027741083,0.6715914272685819,4,0.6948480845442536
465000,2205,0.5868480725623583,0.5959183673469388,0.9836734693877551,0.8437703797613644,2,0.9346938775510204
466000,106,0.5471698113207547,0.5754716981132075,0.8584905660377359,1.0,1,0.8867924528301887
474000,2425,0.39298969072164947,0.38969072164948454,0.8754639175257732,0.6269994124175753,4,0.7150515463917526
477000,1190,0.49411764705882355,0.5336134453781513,0.8546218487394958,0.6877566256065696,3,0.7369747899159664
478000,628,0.39490445859872614,0.3614649681528662,0.8742038216560509,0.8940353460972019,2,0.7722929936305732
480000,963,0.3956386292834891,0.38006230529595014,0.90134994807892,0.9388603086664028,2,0.9854620976116303
481000,513,0.4697855750487329,0.48927875243664715,0.8596491228070176,0.5308880308880309,3,0.7504873294346979
488000,284,0.3767605633802817,0.36619718309859156,0.8556338028169014,0.7937632884479093,2,0.7887323943661971
497000,1731,0.45233968804159447,0.42980935875216636,0.8677065280184865,0.4382826475849732,4,0.707683419988446
500000,1392,0.5021551724137931,0.47198275862068967,0.8635057471264368,0.7370478983382209,3,0.9331896551724138
502000,806,0.56575682382134,0.5992555831265509,0.8573200992555832,0.8162251655629138,4,0.6240694789081885
503001,991,0.3763874873864783,0.3562058526740666,0.834510595358224,0.7432432432432433,3,0.5186680121089808
505000,115,0.5826086956521739,0.5739130434782609,0.8521739130434782,0.8333333333333334,2,0.7043478260869566
506000,747,0.41231593038821956,0.39759036144578314,0.8406961178045516,0.8335537102660391,3,0.6934404283801874
508001,1195,0.45523012552301256,0.4485355648535565,0.8811715481171548,0.5127388535031847,3,0.7615062761506276
511000,647,0.43431221020092736,0.4435857805255023,0.8887171561051005,0.42767950052029136,3,0.6352395672333848
513000,741,0.4426450742240216,0.41970310391363025,0.8475033738191633,0.41729797979797983,4,0.8920377867746289
525000,388,0.3943298969072165,0.4020618556701031,0.8582474226804123,0.6657122405153901,3,0.7989690721649485
534001,340,0.34411764705882353,0.3205882352941177,0.8941176470588236,0.5905882352941177,3,0.7382352941176471
537000,1911,0.38984824699110415,0.37310308738880166,0.892203035060178,0.7948854961832061,3,0.6985871271585558
547001,206,0.441747572815534,0.44660194174757284,0.8786407766990292,0.6435986159169551,3,0.7669902912621359
549000,421,0.503562945368171,0.5296912114014252,0.8646080760095012,0.5357142857142857,4,0.7885985748218527
556000,344,0.40988372093023256,0.38953488372093026,0.875,0.8256880733944955,2,0.9505813953488372
600001,446,0.4461883408071749,0.45067264573991034,0.8430493273542601,0.7704160246533127,3,0.8183856502242153
601000,1975,0.26531645569620255,0.2567088607594937,0.9245569620253165,0.49075363412761414,2,0.9048101265822784
602000,1094,0.44424131627056673,0.42230347349177333,0.8829981718464351,0.6923076923076923,4,0.6197440585009141
603002,199,0.5778894472361809,0.5879396984924623,0.8391959798994975,0.8056722689075629,3,0.5979899497487438
606000,790,0.29240506329113924,0.28607594936708863,0.920253164556962,0.5758928571428571,4,0.6531645569620254
608000,491,0.42973523421588594,0.4256619144602851,0.8859470468431772,0.802547770700637,3,0.7270875763747454
609001,154,0.5194805194805194,0.5324675324675324,0.8701298701298701,0.5822981366459627,3,0.487012987012987
615000,1188,0.30723905723905726,0.25757575757575757,0.8930976430976431,0.0,4,0.8678451178451179
625000,481,0.3305613305613306,0.32432432432432434,0.9064449064449065,0.74822695035461,3,0.8773388773388774
627000,587,0.403747870528109,0.3850085178875639,0.8926746166950597,0.8393023565437359,2,0.8824531516183987
629001,420,0.21904761904761905,0.21428571428571427,0.9238095238095239,0.4065656565656566,3,0.6785714285714286
634000,265,0.49433962264150944,0.5132075471698113,0.9283018867924528,0.8814343551185655,2,0.9320754716981132
653001,309,0.4854368932038835,0.47896440129449835,0.8446601941747572,0.4827586206896552,2,0.8737864077669902
664000,1114,0.48114901256732495,0.45870736086175945,0.803411131059246,0.6747752511898467,4,0.8141831238779175
675000,530,0.5113207547169811,0.5132075471698113,0.8622641509433963,0.4916286149162862,3,0.7377358490566037
677001,718,0.4401114206128134,0.40807799442896936,0.8370473537604457,0.668918918918919,3,0.6532033426183844
681400,115,0.6086956521739131,0.6608695652173913,0.808695652173913,1.0,1,0.9478260869565217
686000,138,0.4420289855072464,0.5144927536231884,0.8985507246376812,0.950857142857143,2,0.9057971014492754
689401,407,0.41277641277641275,0.4250614250614251,0.8648648648648649,0.7573399730262474,2,0.8771498771498771
703000,828,0.29106280193236717,0.2391304347826087,0.8756038647342995,0.45294117647058824,3,0.6026570048309179
703002,465,0.6344086021505376,0.6150537634408603,0.8602150537634409,0.6637168141592921,3,0.4924731182795699
703003,196,0.47959183673469385,0.47959183673469385,0.8877551020408163,0.7630813953488372,2,0.5357142857142857
714500,127,0.29133858267716534,0.3228346456692913,0.8740157480314961,0.701058201058201,2,0.8346456692913385
715901,311,0.3890675241157556,0.38263665594855306,0.8842443729903537,0.8912188728702491,2,0.7009646302250804
720402,111,0.9819819819819819,0.9819819819819819,1.0,0.9583333333333334,3,0.6486486486486487
724200,128,0.390625,0.390625,0.875,0.803030303030303,2,0.828125
724700,908,0.33590308370044053,0.32268722466960353,0.8964757709251101,0.4318407960199005,4,0.539647577092511
784400,501,0.06786427145708583,0.033932135728542916,0.9540918163672655,0.0,3,0.8582834331337326
786800,150,0.13333333333333333,0.02666666666666667,0.88,0.0,2,0.8266666666666667
787400,137,0.18248175182481752,0.051094890510948905,0.8394160583941606,1.0,1,0.9708029197080292
788001,1636,0.4669926650366748,0.45415647921760394,0.8746943765281173,0.7086956521739131,3,0.7970660146699267
788002,420,0.33095238095238094,0.28095238095238095,0.8928571428571429,0.7272030651340996,2,0.6904761904761905
790200,197,0.3197969543147208,0.3350253807106599,0.9441624365482234,1.0,1,0.9441624365482234
792000,293,0.13651877133105803,0.06484641638225255,0.8805460750853242,0.24418604651162792,3,0.8805460750853242
792700,133,0.9774436090225563,0.9624060150375939,0.9699248120300752,0.9796874999999999,3,0.45112781954887216
793000,634,0.49053627760252366,0.5047318611987381,0.8564668769716088,0.6324632463246325,3,0.5488958990536278
793100,776,0.31056701030927836,0.30541237113402064,0.8943298969072165,0.5798887462558836,3,0.7938144329896907
795500,270,0.2777777777777778,0.25555555555555554,0.8814814814814815,0.5610849056603774,2,0.6777777777777778
797000,165,0.6,0.6363636363636364,0.8303030303030303,0.8250000000000001,3,0.6606060606060606
797100,1203,0.35245220282626766,0.314214463840399,0.8919368246051538,0.9230423547915965,2,0.6433915211970075
797500,105,0.20952380952380953,0.13333333333333333,0.8285714285714286,0.7305194805194805,2,0.7333333333333333
797600,411,0.3357664233576642,0.3357664233576642,0.8686131386861314,0.5675675675675675,3,0.7250608272506083
798500,121,0.371900826446281,0.4214876033057851,0.7851239669421488,0.9907407407407408,2,0.8842975206611571
799001,215,0.046511627906976744,0.013953488372093023,0.9488372093023256,0.29508196721311475,2,0.8511627906976744
800600,511,0.2465753424657534,0.22504892367906065,0.9275929549902152,1.0,1,0.9863013698630136
801500,631,0.25673534072900156,0.22503961965134706,0.9207606973058637,0.24395161290322584,3,0.7828843106180665
802001,2243,0.32545697726259476,0.301827909050379,0.8970129291127954,0.6641509433962264,2,0.9924208649130629
806300,346,0.32947976878612717,0.3208092485549133,0.8930635838150289,0.47798742138364786,4,0.7514450867052023
814000,165,0.41818181818181815,0.42424242424242425,0.9090909090909091,0.5051020408163265,4,0.6
814001,601,0.3860232945091514,0.33444259567387685,0.8985024958402662,0.7208333333333333,4,0.8785357737104825
815300,162,0.018518518518518517,0.0,0.9814814814814815,1.0,1,1.0
820800,723,0.40110650069156295,0.3941908713692946,0.8852005532503457,0.37514563106796117,3,0.7897648686030428
822800,111,0.22522522522522523,0.11711711711711711,0.8558558558558559,0.75,2,0.8918918918918919
823000,387,0.48320413436692505,0.5452196382428941,0.8501291989664083,0.7012987012987012,4,0.5633074935400517
829000,573,0.2338568935427574,0.1762652705061082,0.9144851657940664,0.8194926568758344,2,0.9336823734729494
829900,695,0.44316546762589926,0.43453237410071943,0.8618705035971223,0.7863847539584715,4,0.6172661870503597
831900,184,0.1358695652173913,0.03804347826086957,0.8478260869565217,0.0,3,0.7336956521739131
832900,221,0.3665158371040724,0.38009049773755654,0.832579185520362,0.5235294117647058,2,0.8054298642533937
833000,147,0.4217687074829932,0.43537414965986393,0.8503401360544217,0.9429824561403509,3,0.54421768707483
835700,233,0.3133047210300429,0.2875536480686695,0.8283261802575107,0.8150234741784037,2,0.9141630901287554
838600,305,0.42950819672131146,0.4557377049180328,0.9016393442622951,0.7826834862385321,3,0.4131147540983607
999999,249,0.8152610441767069,0.8032128514056225,0.9317269076305221,0.8936170212765958,3,0.5662650602409639
